Commit hash,Inwards_sum,Inwards_avg,Outwards_sum,Outwards_avg,,,,
2588a5b24965d9afa0d6e368a9f42491d1cfb5f7,4,1.333333333,52,17.33333333,,,,
489d8a0627c46092d20f476d5521ecafd42e5ce5,2,0.333333333,33,5.5,,,,
2b2221fcfa9f1fcc0c27a16f461845b00f532abb,2,2,9,9,,,,
31938846aec24970e4a53771db201a7f0ac9ac3a,0,0,0,0,,,,
1fe7e557d75962c9c79cc344037a02ed50369430,0,0,0,0,,,,
267eab3f398646b59f5773173cd22a97b8e9540a,300,21.42857143,149,10.64285714,,,,
a89bd2d2fbde9fb9b93eb09ee6f068ec2b5a74bf,5,2.5,31,15.5,,,,
7794928ebb6717bca920ba1d73219d43bfe2e9d9,1,1,5,5,,,,
6e13f4b3e03a055bafc78037b0bf68d90fbbe98d,0,0,0,0,,,,
d6d9edd7c47b183edc1acc631602ea4f4a885d84,50,25,52,26,,,,
4482dcda21bb765ad817384ab44180e9f0dcef3a,0,0,0,0,,,,
a1b30b49ef09bef2e97b9a0622bf7ad622678fee,5,0.416666667,45,3.75,,,,
661fcee7791a5c19c14ba87b60aaf2b46db19422,0,0,0,0,,,,
e0acf6504356f14a6352b16ffed7b59453914863,2,2,21,21,,,,
4cf112b641f7ea9fb1ba87cefcef7ee98b6b0831,50,50,19,19,,,,
90a3e6c7c4059835f41918c893436bd9490f813f,59,59,9,9,,,,
2e0a4b13addf1f56112bac38448be96fb02f650d,72,18,58,14.5,,,,
98e11700864e5a5b1566fd1736aae85551f2f00f,504,100.8,75,15,,,,
7021188778c6eb80a721c8975b68cf6b44444839,0,0,11,11,,,,
4af257eb3cfeef93adefda5f981742ffb58ba0ad,0,0,14,14,,,,
f3f60743551936e3d06f7f5c8bb2c76eab6d536c,108,108,48,48,,,,
c0dc40ce06582222c3501b69526df0cc1383f51b,0,0,23,23,,,,
da64a5079249ec04e4d3d6df2cc87ee69f66b977,6,1.5,64,16,,,,
a4ff400e25c76a32ec8252285dda043f07b19c15,0,0,22,4.4,,,,
467a000089f741dd6def17dacb7f1bcc98a9249a,1,0.142857143,20,2.857142857,,,,
a72420d012fd09f0a79ae75b77eb1c3bbff75669,10,10,31,31,,,,
2e667c9171f141c6ee0a279aae4479d4414c99f3,0,0,0,0,,,,
b35d8e651b2b9f4f20fa1f279c54a6974b4d08ae,11,11,32,32,,,,
3c982a6384f5c5782463fd841cce6f59d2cda754,1,0.333333333,2,0.666666667,,,,
8f7b13883368b35a4678bdd0f1ed0bafb287fe25,0,0,0,0,,,,
54a85d561ba2945bbd05f3b934e2012ee5a7ca97,0,0,20,20,,,,
b3ce4470ae2ece0c03c66684ca3d9dd13955786b,18,0.620689655,214,7.379310345,,,,
29c1567ee4724b02995060035df8d93f7d6d9c37,0,0,0,0,,,,
441f89befac959b01e406d3bfae0d8db133a7cf9,6,3,24,12,,,,
4f7727d861cc7df8125cbc6f637120c18d679034,6,6,18,18,,,,
4ec2b37542b3202bb4dda50daf6af8b998bc0931,1,1,21,21,,,,
3f9a7f955708be6152e98132cf34e4738365c173,3,3,31,31,,,,
4af285c7d1be43b1882fb5b2ece8539622ea1b22,12,6,43,21.5,,,,
c97a1bc538dea1e38dfcba6c8191ed4b35dbe133,0,0,0,0,,,,
d55cdcd59fdddd660193ddff40fbd52bef57c0c9,1,0.5,42,21,,,,
717ca1a2a6312d7b6af58c4a360ef815832e24ca,0,0,10,10,,,,
deea48ef6a545ba0c198efcc8db3c5ba7b0b432b,5,5,27,27,,,,
73d761ffe5ed9364e20e3766afe89213a089ec28,564,70.5,350,43.75,,,,
d8745d249fdeaf40b0c8309c6922f034f794ae70,5,5,2,2,,,,
f0cac3f42fb661a6927a701a2c9b1e3d22e0d6fc,2,1,18,9,,,,
c97edb25796487c719376dd73c365603bcd68782,0,0,0,0,,,,
3705b93c438192465ca9b19c73f5fbf3ae7f8ddc,0,0,32,32,,,,
9c1680a7eda7f465d1db0fe1298d7aabd744bd15,510,510,5,5,,,,
2c175d3748dc60469c65ba005001f43a6d3b6243,0,0,27,27,,,,
8021e2d5e7ccd09146896f788441c116f2ca6159,57,7.125,119,14.875,,,,
dea76f3496ee077e271b334c7e8101fed5119481,136,3.885714286,370,10.57142857,,,,
6651e4fae3ee7d4c304ce67d32b211d691d32556,0,0,0,0,,,,
730bc064a070e886e10950ccfd59780e8976f5fd,14,7,90,45,,,,
9346cb955230b3fbca8062a2fe8c912713011ce4,2,0.666666667,53,17.66666667,,,,
5d192deed9ef7289e44cd936576d98b3afa2601a,1,1,23,23,,,,
864a843f98f58ce09528dca1ae7465f8149e404f,86,28.66666667,137,45.66666667,,,,
0f53c2c4e8dc5684f6635f1169c8cbd6edd871a6,52,52,101,101,,,,
98504fb82da12133ae6b566c6dafd86e1076bc9a,43,14.33333333,67,22.33333333,,,,
880cbf602701b0116ca1143d6d07ee8e7eb3f03f,1237,95.15384615,125,9.615384615,,,,
f3bc9f5c5cee9dac8a7815c2861a9945b5341390,24,2.181818182,98,8.909090909,,,,
bc88080a421b9b869ffa8cc6f43c8229de1cc039,0,0,45,22.5,,,,
04de24c6449422d29a0d4760375aa94f59222fa3,5,2.5,115,57.5,,,,
0e611c34d76b74ad7c4a610ea6593eae0f1fbfa8,1,0.5,29,14.5,,,,
4031cb8610dd311910d550201230ea8ab0f6a89a,1211,403.6666667,88,29.33333333,,,,
272fcac4d7e1eda0d57532ee36df0176f0bb1f34,1,1,29,29,,,,
fd4f165eb78979a3573b9fa1a4a572600f9c47c7,139,34.75,145,36.25,,,,
32514298131f7e8009a7641e20ff37be91cf4582,0,0,1,1,,,,
269590516d89a35ea3121366f7d4bf43b0d391ca,5,5,56,56,,,,
15fca980e947b13069e85b51c9cd2240eb3c5fa5,9,9,4,4,,,,
95e0da216f0a94d5b1bfa7aec77d20fe5ba01f55,0,0,9,9,,,,
bc3a6c75f84f36e8323e0576f1323a183c20d009,10,10,0,0,,,,
ec360d7ad90945273c7d96c9a159131dcbcd67c3,3,3,5,5,,,,
63601509f89f250b7768f79d42b22f95eb1b4c4c,0,0,0,0,,,,
119b53be83f52aa621a83a4ae1962030980ee0b4,0,0,0,0,,,,
7fadc3ce322706ed6c36ad907e83fed1992b490e,525,52.5,110,11,,,,
dd565d2d4c7e9b766bc9f575d803ebaad71b33b7,166,16.6,127,12.7,,,,
20a52687ecca534c494b82254b7fc021558ea603,0,0,0,0,,,,
05ce12849b2e266210b71a432ce65883a1fdbe60,0,0,0,0,,,,
2a771cef4a939d26f6ffc45caa690330b33882c9,343,343,10,10,,,,
e7c58919275b35b2b970f38ed6d23fcf3b715380,1,0.5,17,8.5,,,,
b6f24423716b82686c86d33828b7139ac717afdd,8,8,41,41,,,,
118494aeda916a63dd94474442f9dbf7b2ad7ff5,0,0,0,0,,,,
c35a3f519007af44c3b364b9af86f6a336f6411b,618,618,14,14,,,,
ebfdb73b75e5ae47ffb6d38c84dad12d21786edc,1,0.083333333,108,9,,,,
61c775684fe38f3c1e1bc7599e21054aedba523c,0,0,22,22,,,,
7ae1e3945507bcaab5bd4ed7a3911fcfa889327a,0,0,18,18,,,,
47b898cdafe753a2a721b06858c25cec9775997c,0,0,0,0,,,,
dc131e3a5378d84026941e6626db524688b988f4,9,3,31,10.33333333,,,,
478c21239a97b521e1f515ddbb0b73b0b493a738,8,8,24,24,,,,
95f4751ff313d5e0e410162b7569e3625dfd81d8,2,2,34,34,,,,
6af65edcb644ea2eb87352a0784a188c1309e811,0,0,0,0,,,,
fc7d2f60ffae502bed849695cb58df5686edf2fa,214,214,15,15,,,,
1cda7678a61cb5807d73a06e96fdc3068001d9fb,0,0,9,9,,,,
7de94904f1b06e0c33f4e6d88d0f4e956dd46800,0,0,0,0,,,,
01cce1282015b791834999e5ce96fed8faa63c98,3,3,6,6,,,,
83f796d2739fc927d671925541dec654d3492b94,58,58,40,40,,,,
8fb379dc8a4d7069a99c3181283e581b86e99ceb,53,5.888888889,2,0.222222222,,,,
b6f92043e054ca348bf82555d7f0bb5ed44af66c,0,0,0,0,,,,
483a9d83f04b17b797df171d3eff91341a565a33,0,0,0,0,,,,
3e33d29a86a99c4dc068e640b23551a7a6e9ab90,146,9.125,343,21.4375,,,,
6f5db32abee3826151b9230ee7dca56ada4a3a89,56,28,74,37,,,,
7a1a0fc76b7a60483e8ef728102d10d39f0c7a23,5,5,11,11,,,,
62d25e4d4f02a53da25b9f14cc9e0244d6655312,25,12.5,77,38.5,,,,
2ddbba9ba9709090de7ffbd00d0127cb3cca0869,17,17,7,7,,,,
63e996200268599522db97d9a0ef37f43d5ca506,1,1,19,19,,,,
8f96ce37333b3034f2eef1366f9eea4a47a479ed,0,0,0,0,,,,
00bf148b07cb7771136ed472766400336ab4d2bf,0,0,0,0,,,,
fb214079bda2122878466db510fc7549065c3ae3,27,13.5,19,9.5,,,,
f4044e853cdb66a7f7f7e61df78434243b85b03d,8,8,60,60,,,,
26817211d27366f4f9d502fd3e4816a1acfc8bba,2,0.5,53,13.25,,,,
ea104efa34592a68086704fd8d45b677b2bc5eb6,3,0.5,47,7.833333333,,,,
e4484bb15b29b01dba07cbc31c150153f537606a,12,12,43,43,,,,
53262b9b5b9cb536916f6d6e086a944cb17bb8d8,191,191,5,5,,,,
b22ef5966360b36d17cc38df16927d1637f05d08,0,0,0,0,,,,
53229ec8f79c4895e0476d1f3fb950f0427ba427,0,0,0,0,,,,
480c1db1ba1743741cae6b0ef9b6afd733f765df,0,0,0,0,,,,
3593701940fdc9d8a3f0d59a1f684305fd736009,0,0,23,23,,,,
a2eff5c2448217cb7fb632301620b327461ea4bf,0,0,0,0,,,,
1c818c34eacd746eb718a4e4f1e60a16f37e0c65,14,3.5,62,15.5,,,,
874ebef4535e5ae43d917595f00edd365150cfd9,2,2,3,3,,,,
564eaa664038c71ab715fd89d9f500cb0c6ed41e,0,0,0,0,,,,
782cae4104ececc05e2864f788ea8a0539c0cbf0,1,1,15,15,,,,
66e68b79c276f33f9a161c9eb04a9416b4ec9d9d,5,1,116,23.2,,,,
5d2939344eb8fbd3c2115f52a7a8d47365bdf820,14,7,36,18,,,,
9d0b190f4b27e64d0e5d532c6a819dae076c3274,2,2,34,34,,,,
ac8cab0cabb54815c315b7b19f531901a887f402,32,32,15,15,,,,
6811920dea2e864dc2b7231c18c8b72af5cab7f5,47,47,90,90,,,,
2bbd2262b3974fb4e39341a23e40ffdf1655ebe9,8,2.666666667,2,0.666666667,,,,
3cc84f210a20226744a1cf6518539a0dbd450eb9,0,0,20,20,,,,
ae229b91929955e7418da938bace6d0cc6a2cde5,7,7,19,19,,,,
c0af324071e6c93129589f7014be7d243a482c25,0,0,0,0,,,,
5b9edbf0371fd38de62c5945a5c143d78cc39f14,0,0,0,0,,,,
28bb18c0c08bdf6015a0e71de241d315e53fe940,119,119,47,47,,,,
01f3ef20502c09ae0b001aa06212b646223a2ddd,15,5,58,19.33333333,,,,
27dcba8760471bb635c63bc178859d016ec3f97d,67,11.16666667,28,4.666666667,,,,
721543e46484524f509e21e6bfe483e5b57bc4be,29,29,43,43,,,,
2246e48a760823234952031afd247e5d0419e38c,78,19.5,95,23.75,,,,
413c8841aa0eca33c1c0a37ccb901597e16e9e8a,472,472,12,12,,,,
10ac80708555cd0cca181e637d3a95c80826ec69,135,22.5,148,24.66666667,,,,
c7e21f392355fddcf586815ed42279a3663bf981,0,0,13,13,,,,
ede6412104c3cd9d9f30c62d90fa33a23bd58c68,11,5.5,20,10,,,,
7e9f7080b764524d2a7c7a410a4cebed22f3b16d,55,55,42,42,,,,
5bd6a4b71a5eeb88ccc2f0fd1515deeeb92e1b53,14,14,17,17,,,,
e77ef98683a7f68ec44e9f214bfb2277de6308e2,0,0,0,0,,,,
4e20df5fc5bffa661ae44255d9a194cc6e8cf290,4,2,18,9,,,,
feca69e89f994e0353a86df224d20bde008ff6c2,0,0,0,0,,,,
74227e073d9815be7ad1a7e14545e22fbcba306f,9,9,65,65,,,,
d24b867e56e7e4519185f37c12f02bcebd1c31f2,0,0,0,0,,,,
0278310f9e27b1c6aca6bd70dc5415a240cd33c3,4,4,29,29,,,,
f799e57151dbd236f30d4ffb20d6c331b6e1a388,1,0.5,4,2,,,,
b0aa023aa2e08fb24eb1220c92bec02df3df8c90,331,11.82142857,250,8.928571429,,,,
d5020b89134cbb07e1aefe961168f9b2d9024618,2,2,27,27,,,,
0572b972d88cbfa85a2697bfc2df88a177457745,4,4,30,30,,,,
80d24a737ac4f93eaabaab79e0c60c9da97d6eed,212,212,18,18,,,,
0554d1391028e6deffd7b52fa95650bc1f95d295,7,7,33,33,,,,
e913972d5268a2b1e5bfc12a0a72e4811e764d86,36,4.5,145,18.125,,,,
14e139f39187a6e87d6eed332b11b8a3f8521906,0,0,6,6,,,,
2d802625a3279116f5a6c1ad9a04a51b1ae0b563,6,1.5,28,7,,,,
9ffd616332fc917eaddb14227e06fc7319dfad4e,6,6,53,53,,,,
6780f76ee0e9122b8c15861a85fd29a908724d72,0,0,3,1,,,,
ed55c4a14c9e8b70b3947ca70ec690ac1b8d91fe,2,0.333333333,16,2.666666667,,,,
b3bed2c8deb8c4f09ac7b5023cfc24a69a95ad46,1,1,21,21,,,,
070fc2f694beaa56fc191f1a3f6a1b9812f4ed35,3,3,55,55,,,,
9a9abf8a8a19faaf805c9ca4e09c9e2e3ae0c122,5,5,33,33,,,,
7edaf253d5e5baa0368e08d2cec82ad9fb507f21,3,0.5,2,0.333333333,,,,
24539dc3d8054e7cb6862e5601586f837d1e21c3,0,0,1,1,,,,
8dfe1385b5f05b7242802a72897258a63af1ca1d,76,15.2,49,9.8,,,,
051f97f3504bbb0c50450205f00d6c136b0eebb8,2,1,34,17,,,,
5bc5be22e827395cde311163f0ec2f7a20d0dcd1,159,159,64,64,,,,
d702ba20e5edbdd4454fecd4b6e33705927f08a0,6,2,24,8,,,,
8427ff09ab7ce15b7b9ecc60514aec8dd2b6a24f,2,2,19,19,,,,
0c9bd2829866b1071effcd53003c8356a3170094,0,0,0,0,,,,
e0484dca75de97c11f2aaad6df33e4de8aa733c0,38,38,24,24,,,,
d58161e749348a9e11e063b1bbb3dbbc0aa46c5e,12,3,115,28.75,,,,
60e1892d836c40955b9939cf74d79e6c0b997c9f,91,30.33333333,24,8,,,,
090124eab6f184abbe9be04f4bc1a9eee5285207,0,0,2,2,,,,
43f9bb9a800b7081a48aaa0817f9ce0d453732b9,0,0,4,4,,,,
ef9c3c753dd22e675b334e1b045f93401e1f9df3,7328,16.69248292,8206,18.69248292,,,,
8a96e0d83c6493e66502b6c500d8fdf6eb0090ed,0,0,0,0,,,,
f5c5708f6e56eb0de5c1d0556218af4680d8fd1f,4,2,33,16.5,,,,
e75b0e8c72008f800704828cd4f1eae97b523848,1,1,6,6,,,,
df055acc81f555011524a79cae3509669bbd0b8b,0,0,22,22,,,,
5e39b7ad1ef76ab04d6997017b07efb4169cf018,0,0,0,0,,,,
170bf2a59aa863e724097825e5a0c8e8148ce109,0,0,0,0,,,,
f7eea69a2a322e156594cf5608bbbb97b4d364c1,331,22.06666667,267,17.8,,,,
15f041e6d580b518b317a40c8420e754b5e95ff8,11,11,29,29,,,,
a80a2c6da241dac77f533bc702a1c7d94349a812,7,1.166666667,47,7.833333333,,,,
4169e20662d0bcf52d6a278f85f44f9dacad7a68,35,35,19,19,,,,
634c39c1a950d1883e80b39989fbe3ccb517d124,19,4.75,58,14.5,,,,
699f2424eba929d04b081af2a0cad74e2e58e235,20,6.666666667,94,31.33333333,,,,
c6151b75b09f1b5891ea50a80e78be8f37469cb9,2,0.666666667,46,15.33333333,,,,
6c3a9df3fee0dc387bde3e16d185952ade4ea2fd,48,24,28,14,,,,
5a09e71fc38205574a9f1b3b6775845108c3ab1c,3,1.5,58,29,,,,
c4342ddea083baf0ba7a22df6ce672f0fbcc04c2,0,0,10,10,,,,
d297989ad2d0cb780c0ea55b41cece45511aac28,40,20,19,9.5,,,,
d44b6da7c243ded8a5cae1d0e2a77c8ef74c33f6,0,0,0,0,,,,
04acfea2d24c4b467e463741bdd6014aa2b6cca9,0,0,0,0,,,,
f303320f9ed5c684bbd32807ba07d1eec7d6cb5f,0,0,0,0,,,,
03875c0ba56cb7f95f56a8a7901603e790f066d3,10,3.333333333,47,15.66666667,,,,
1b8dcec81a0879843f5c3781c3b067ddb6542cbf,0,0,0,0,,,,
08a7828429edcb597aaaaf2e495b4d2a77cd64cc,0,0,21,21,,,,
22e439141384f49028770d2410fafb18ef8cad1f,92,11.5,98,12.25,,,,
36e768cd71ff18452f5257f113dab89214039949,1,0.5,18,9,,,,
c1329fba135b86df22f3f99e9334cea11c7a2db9,4,2,14,7,,,,
6226fcdc3e4ace4636c58778ef53fbf69f46c36e,2,0.333333333,35,5.833333333,,,,
f070b141b6b9fae28abc1169a09a4b5e9c7adc74,1,1,16,16,,,,
1a7e1f6f9a107bcf9093376de5882be71bb33e8b,0,0,4,4,,,,
bf3a5ccef13d568662f027be62280aba1f73bada,24,8,53,17.66666667,,,,
2376a5c4e0ea930d43d9377f4e93738a20659097,34,5.666666667,4,0.666666667,,,,
04c286ceb60311d4d7e1ae589b99d1ed7120c9cf,1431,357.75,65,16.25,,,,
2907fbd8982203053a16a0cf8a6c4b72b2c61984,1,0.142857143,64,9.142857143,,,,
952df2ffd6e081748837a91dc32d14aa61449e2b,0,0,24,24,,,,
ee210248638ee109b1296a00751aa559dd10bffd,3,3,6,6,,,,
bf0336a02502b3ed4d399c1cf5b4a56b1e858d42,1,0.333333333,5,1.666666667,,,,
5e66c35a2379099cc1ec668efc766272bc097dad,2,2,11,11,,,,
4a79b52bde74ed7332d92543b8cf1ac810e19c6e,2,0.666666667,7,2.333333333,,,,
d806944f067268f13b0892a6158e40225c82a3f5,0,0,0,0,,,,
7db5f0dd6a3a876279a32cf060dfbc929c615de4,0,0,0,0,,,,
41ca2b445365ac05877e962f5c3d477bca64e633,7,1.75,38,9.5,,,,
6e58dd34ac96e2cf0807a227caaef74d15e272e7,0,0,0,0,,,,
e4fb59c0afa17b3530102f3a32f2323bedd3faa6,0,0,0,0,,,,
0421769e3672a435963c8c7a0b12df134a3f38cd,5,5,31,31,,,,
642867d2ddae37bdf756e1466ba723b6b7f4e844,0,0,0,0,,,,
96d06124a1da7e2bbd8bda2fc8e762cb46af8204,0,0,3,3,,,,
425af59f534ed8a0f4bc7a77a1f83e4d1e2e2bdc,0,0,0,0,,,,
255f569a43ae63fe214ac06da81abf4ed2a8cf3c,56,28,58,29,,,,
3e52901641f8b3a1cce95709a2c91be59947673f,0,0,0,0,,,,
89be197b9225c5b0079425b0c0daf72fbe4f8a9c,0,0,0,0,,,,
23e4d1a51765f62fc6b95d0ebdb426b03fb1d059,5,1.666666667,29,9.666666667,,,,
499957eb8b1c5150823f05f40f32b04ba13b1640,8,0.888888889,25,2.777777778,,,,
d5f12b898b8480c891382c54672422c50218751a,0,0,24,24,,,,
c2dddd8322d5eaa4da8321e62d9be09d205d2141,3,3,34,34,,,,
2e2c7327dd26678d26fd7fc431a78c1d05d94411,0,0,0,0,,,,
3669ceb77968e55225fecc7f4232b5545c98a69b,2737,684.25,87,21.75,,,,
dca90252a785236df9f435b2b5e4cc297345ae7f,5,5,2,2,,,,
5117f55063af0df665c5eeabba26f4312bf5381b,68,17,68,17,,,,
feda990ae8fa3bc25ad5b5b7f7cc4733137519d6,1,1,24,24,,,,
d94c61a941894c6ff28e2e7ad7b1446a8f1f52a1,0,0,0,0,,,,
fd87a4c7f620bd01af4be6e7624901436f770872,0,0,0,0,,,,
6604e1a32481bf311e134c77c5f0aa654909f8d9,14,7,70,35,,,,
62dfed9a7f2be68de2e12c6de370a3a68b1b3501,0,0,12,6,,,,
8ec1594e63fbfbd387947a377e20a7b16fdce388,70,5.833333333,300,25,,,,
cd7623c19f708b0e37897dae7320478d13ddbc78,635,635,21,21,,,,
00f9ac93c248b019e72757da9c5d8121a5fd1bf5,0,0,16,2.285714286,,,,
1afff0e5fae90eaa6d7d95055d56969a29f068af,0,0,0,0,,,,
95b62e5a71368fa7ff4552bea895c11559a706b1,0,0,26,26,,,,
f89d30aa34337b7998f50fe4391114d1277d6814,0,0,0,0,,,,
ee18d6ea1f3c2f5388abea58bbe3f1f1ff2b2d5c,5,2.5,70,35,,,,
a12f6ba302e54c1570c54aa4c722f2dafbf794af,17,3.4,170,34,,,,
a48d9b52c38b60882b8b6a7ec2647ed96358baa8,8,1.333333333,101,16.83333333,,,,
8e3d4f5e8752c035036a00c85b5dccc2676e82da,0,0,0,0,,,,
4618bc3ea0c84762683d99b07c5e56792d2bb0e7,31,31,21,21,,,,
dc98d585624d5f1de529dab86bbc061f6b64f89d,0,0,0,0,,,,
7ffce3fb0bb0bd42aa359467d66691ef8a4762df,52,26,31,15.5,,,,
aee59f06e0017e225363d4207d3d96c2b30698e1,12,2.4,34,6.8,,,,
8fb040b6c03ef2725419bfa7c9d58d21f2270b85,81,81,51,51,,,,
d460f089e5834901bd15fe721af820f6c3644796,0,0,0,0,,,,
93fe3895cfad75f095b8b1d48cce48ba17600b4e,0,0,0,0,,,,
a6ae75f92a8628c727a9c5a9961fa91c583c008e,1355,677.5,57,28.5,,,,
6dbd00b12052d749492763ee2a768d952fdddba9,0,0,0,0,,,,
1df4ebe0ef62fb8ce77db4cde001d4d52930f1cc,0,0,47,47,,,,
7971cf83528a9958bf3e6950894a06ea8706f2be,0,0,6,6,,,,
f9111355f27027a5458c589d8b80661dbde7cad4,0,0,9,9,,,,
4a2942085a4d82e66b001c60e535f3a37808a0e8,0,0,0,0,,,,
37b8bb54733ec61559b74ba0bf8127d9218ae9ca,6,6,82,82,,,,
375b52f20f12e9180d2b4e2dce9f53facbdb4a21,21,10.5,34,17,,,,
15fcb229cb4933d38e9b3828a9a524806f05d5f1,0,0,0,0,,,,
ecb7fd9ff76d13ebffbc79c67aee38efe562a482,3,3,36,36,,,,
55d1aa3121063fcb41f8f4500c4319b64ca8ee67,38,9.5,71,17.75,,,,
ea546c05f13858ca99bb3d8342131cae39d627c2,827,413.5,31,15.5,,,,
474bf7b1870c55f53a628aead3eb7a32d80844bb,0,0,0,0,,,,
b419e567c028a6cbc2e0c30906426d12f4abc99c,84,9.333333333,206,22.88888889,,,,
e33713f03acf45372aaa5f5c9169b11a919beaa4,0,0,0,0,,,,
c22602160072638e0b84157757bb8ab2f982acb4,0,0,0,0,,,,
053576e88045642a0d34003d57a2d087cc5d903f,7,3.5,23,11.5,,,,
2b562b756401da02017ec937fd2716dd6b9863d3,49,12.25,58,14.5,,,,
da90a3a490b452154391676857ac2ffc269d4843,1,0.25,26,6.5,,,,
8f22ae5c1e8b11a300572f1f19d14daa4d2d6674,3,3,16,16,,,,
51699245d7e3a27867f440697eca9b30ea4578f4,3,1.5,32,16,,,,
e968793e81ffcb439210e7eb422c0063834cfdc9,38,9.5,35,8.75,,,,
106dc410e91cf5d9743c30427e2c428d679dfbf9,23,11.5,55,27.5,,,,
8df589bebca135bd9ba0c7c65c9aba052e2dd637,35,17.5,34,17,,,,
a186d2f2ed9d8b7594ca9e0e676e3379abcf0f83,5,5,45,45,,,,
24733dea6c5c5500d3c01fcfa46c2b05d7557b47,38,38,20,20,,,,
32d4be85980a3d8c747b428640d0a3d8e36d94d5,6,2,45,15,,,,
bb5e11b56dd2f5fe2957f151a3810360bda8c71e,0,0,70,70,,,,
0b77a19394725373bb8d23e9b240c85a4714ed1d,0,0,0,0,,,,
48e0c4df2337e94bb845f5312dd7d88f75d9716c,45455,7.747571161,44670,7.613771945,,,,
65d4dea41abe04ecd60aa71dd4cdb3fb7b866f9a,4,2,37,18.5,,,,
a37660ff5f4051a4a28b02c02c5ec05cbbd8369d,6,6,51,51,,,,
412ef92162f8874a1585221125c31ef5f8ccc9cb,0,0,10,10,,,,
82f95318d61dbfebaa04182de2445a6576a621cd,0,0,0,0,,,,
934f06220391eb0e0ebf66a2eb037f48adb4c43c,67,16.75,179,44.75,,,,
031389e62eef062d0bc93539d9144265996fa86f,1,1,10,10,,,,
fe8962d3a506a850878401309f81247c80f3d203,37,5.285714286,57,8.142857143,,,,
33315010224edbf4b80d727502b24459ea8806ae,37,37,92,92,,,,
5da108a4a76b163116f1b816090075a9b86cf077,6,6,27,27,,,,
d226e0567c925554351541320c71d1cb3c407b21,0,0,0,0,,,,
f5fd53460387411a3ed192595562fc2cfd92a2b6,63,9,230,32.85714286,,,,
4d6572aac0eb1f75f3c810ce8e92635b956d29fc,26,26,27,27,,,,
11476aaa192739d78a99c0ad72521af88f4a2d00,0,0,0,0,,,,
6ddef0007ae557d9be3e577fb8397654482ac7f3,610,203.3333333,48,16,,,,
48209e21ec088a481c310f8b4a755209c5de0b15,108,54,34,17,,,,
028a860ac58bc6b956e523e04f9dfdda032cad81,11,5.5,21,10.5,,,,
78dddc280235e3b298922189bfef8aca6f42d879,12,6,52,26,,,,
bd78389fc4fe0a4367696ba2fdcc6e8d09863698,89,8.090909091,421,38.27272727,,,,
fdcdae21d8ec077d8c24786ed5d4420fe770bcbf,3,1.5,35,17.5,,,,
c1ca272f04465b58a7b1720df3b03c6573de8851,18,9,30,15,,,,
188db2b81748a49c61ba0005f0955024b5255bb7,0,0,2,0.4,,,,
2983cb9531d47e5826540ca79e3066a8ed0db30c,4,2,96,48,,,,
b6a4545b8f8714961025dd4475e966a5f505e9eb,2,0.666666667,83,27.66666667,,,,
a380c108a69051f0aaf1880b7f80d9065769a40f,0,0,0,0,,,,
e452923f1effdfd015ca32b8830b9ddfda696570,9,4.5,38,19,,,,
5af95d077bc7bcb1633d81686d324d167746040b,43,14.33333333,31,10.33333333,,,,
b19b0808940c8c54b102012be134a370b26e348e,3,0.054545455,20,0.363636364,,,,
7456562e7f647e7cb2c854c4272c5599b26dbd37,1,0.5,60,30,,,,
59ad0019dcbb59b25a0d252575fe831b189d16f6,84,14,37,6.166666667,,,,
a1133b215a7a84968113381ab9d49a4a464f1081,88,29.33333333,53,17.66666667,,,,
45991b0f31b815afe749e679bb5dda66890bf5f7,15,15,26,26,,,,
a974986d077407f06ef3c2a218fcecca97e9cbe8,10,10,15,15,,,,
18a08ab8a1c7b88a1b43b8eb54e899a36f70a458,3,3,41,41,,,,
b095479d1418d7dc83a5b15f1d8118b39f768b16,19,19,21,21,,,,
fd5dd2712656cbc674c8360754394e41dd82e40c,44,11,49,12.25,,,,
ad1c088a2a5c52a5c95075e1e24dfc31aa41b6c1,0,0,20,20,,,,
18c04d0ab6debceea406a77676913f826a093153,0,0,0,0,,,,
bf2ec0183cb62034f2a4e700b7ab741371fcb106,78,39,34,17,,,,
f01caaf64a6798e805ce5df9f735a5b86bfe8eb8,0,0,19,19,,,,
f5a128bb0ed13425d7f153e36c053e3d3511ca08,0,0,0,0,,,,
6a25a86d375b03805686e82dbe9e9974f92bf5dd,503,167.6666667,11,3.666666667,,,,
7616586691cf99e63d2b7c0f1fde27791a6a8f24,212,212,14,14,,,,
9a096d9eb078f83b1e6f934ebaf863145f067fbc,188,37.6,179,35.8,,,,
d87eeeb5bd80e142fd30e6b78018fbaea444499c,3,3,12,12,,,,
427cfaaa4910f702c04d79d8e62823d1348ba81e,0,0,0,0,,,,
e993df877131cfafbf1a3578dbef233a3041a82f,0,0,0,0,,,,
67729d05d02b9c782e6d8e17255c571caf1a6a2b,0,0,0,0,,,,
3e1c3a051dc12b222fcf3efa185ebd13f823bc8d,0,0,0,0,,,,
4ae3fea1635c0e5d0696fa5c1e043fac2f95202d,0,0,0,0,,,,
69e9b12001be08fe2b3f2c2def0ca3468d83b675,4,2,35,17.5,,,,
a755049931031d7e234ba157c960e7cf96489b2a,14,2,135,19.28571429,,,,
c505a16451c7b03740d895897d292ad178f99b23,0,0,0,0,,,,
