Commit_Hash,bug,prediction_prob,threshold,pred,TP,FN,Changed_method_sig,Changed_func_args,Added_func_calls,Changed_condi,Added_var,Added_if,Added_loop,Added_newfunc,Filecount,Editcount,MultilineCommentscount,FilesOnlyChangedCommentsCount,Inwards_sum,Inwards_avg,Outwards_sum,Outwards_avg
03fc7f654d2001bc8e38eaa9b643c7a77992af93,0,0.065830566,0.15037185,0,0,0,N,N,N,N,Y,N,N,N,2,2,0,0,4,2,25,12.5
15a144558388e9a620c8e6751d8b067daee29c3f,0,0.118957378,0.15037185,0,0,0,Y,N,Y,Y,Y,Y,N,Y,22,253,8,0,278,12.63636364,91,4.136363636
de15e0b9c51cf9124de41258c1e3d774de215213,1,0.311140001,0.15037185,1,1,0,Y,N,Y,Y,Y,N,N,Y,9,52,0,0,31,3.444444444,144,16
34d3e21a408c96632ec94742ad0e30796b0b4968,1,0.22797738,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,Y,Y,14,295,7,0,17,1.214285714,117,8.357142857
aae63b33f1152cf5e8e9e75ca053a0746135b773,0,0.021671155,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,3,0,0,1,1,18,18
b3257e09dbcbd87ac1c6f70a0ea255197d790835,0,0.03301543,0.15037185,0,0,0,N,N,N,Y,N,N,N,N,1,4,2,0,4,4,3,3
142c55e82a4d36af887439a94054617a5a0ede9c,0,0.306707472,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,11,737,32,0,19,1.727272727,106,9.636363636
9e7933dc55ea086b3a2977d9c25ab503174ba7af,1,0.062362928,0.15037185,0,0,1,Y,N,Y,N,Y,N,N,Y,2,47,0,0,0,0,35,17.5
d9671f7c73faf7a829a99d0d7dc16cc067313b77,0,0.148573205,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,8,143,0,0,18,2.25,75,9.375
d77376e315127aa62ee2e80f4f0815358856bbd1,0,0.031310022,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,10,0,0,1,1,19,19
40a5853970cdd1555dfb5ebce81c6babf2e445da,0,0.113343097,0.15037185,0,0,0,Y,N,Y,Y,Y,N,N,Y,2,15,0,0,61,30.5,37,18.5
7b00b98bf9cd081769e690a1e9cbf01c555c475c,0,0.246794835,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,17,1089,23,0,8,0.470588235,66,3.882352941
7811c8a8ffce78dc14815203858854c450f1c8f6,0,0.093915842,0.15037185,0,0,0,N,N,N,N,N,N,N,N,2,6,0,0,44,22,57,28.5
f43eb49f56accab87e4d1b6defcf78d1e697f9e6,0,0.39629367,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,15,1133,29,0,30,2,198,13.2
cea9e39dd70e6b5c5f0e5aac5e9b7fc477ab990c,0,0.264778018,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,83,471,10,0,152,1.831325301,755,9.096385542
ac81d9d345b233b6bf84e5b7ae48004cce153510,0,0.026094649,0.15037185,0,0,0,Y,N,N,N,N,N,N,N,1,13,0,0,0,0,25,25
3666dcf76dd8cf7a22743e407343b528331130f7,0,0.039911397,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,1,11,0,0,8,8,11,11
7d8eb986772d7ba21388ef8ffd7ddf41eb47de7a,0,0.016722234,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,3,0,0,0,0,4,4
ee5c3b0bb60918a7e59e89ceffbafa2f683b74fd,0,0.043325592,0.15037185,0,0,0,N,N,Y,Y,Y,Y,N,N,1,4,0,0,148,148,12,12
152f3cf112df09faf79e932da948c5045802b15d,0,0.193811834,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,N,Y,4,60,0,0,25,6.25,33,8.25
121189401a97e5f471a287c453d7f2013c92477a,0,0.042206965,0.15037185,0,0,0,N,N,Y,Y,Y,N,N,N,1,10,0,0,11,11,10,10
61a7b584238327d346bd4da642f3f8cb4d1dbf9c,0,0.336286187,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,9,73,12,0,30,3.333333333,41,4.555555556
4b258aa4ac12e69d3cb8dafb0d4548a2304ad948,0,0.028475847,0.15037185,0,0,0,Y,N,N,N,Y,N,N,Y,1,10,7,0,0,0,3,3
a5e6ebd280a13c087596fffc14a01467a67afaec,0,0.098684989,0.15037185,0,0,0,Y,N,N,Y,N,N,N,N,3,154,11,0,0,0,0,0
6a6c2e3cd531ce9b6f69e75263f38c451e6c4f36,0,0.204535544,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,5,1264,24,0,18,3.6,80,16
d2a5c0f982e8e4f9fbdce17b90925b8d8df56c75,1,0.427809298,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,Y,Y,28,1547,41,0,98,3.5,319,11.39285714
10639b5b67c5c961122c59c437ddf5da02808f08,0,0.024212454,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,2,0,0,0,0,15,15
4e0a41bb61f0cb7b68cc6c67c074ad66cc6788dc,0,0.072540395,0.15037185,0,0,0,Y,N,N,Y,N,N,N,N,2,43,0,0,2,1,36,18
338569c7c30509bce8565272023dfd791f4e9609,0,0.056041479,0.15037185,0,0,0,N,N,N,N,Y,N,N,N,2,3,0,0,13,6.5,43,21.5
23037823adbbf0bfc9c6398e8d460e84d49e4e6f,0,0.228478536,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,5,88,6,0,2,0.4,56,11.2
dbacb52f420364cb85500a9c132207670afef4b5,1,0.216567084,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,Y,Y,7,667,12,0,4,0.571428571,73,10.42857143
ed263e68e2236f5136df01373c4d66a433769e5f,1,0.346143365,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,N,Y,11,372,15,0,33,3,109,9.909090909
77c90dbc960b0736a13d54f80b42f8a24667d627,0,0.020790866,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,2,0,0,10,10,0,0
7beec04415b96626534ee17cff7a130b1881b6ea,0,0.030537965,0.15037185,0,0,0,N,N,Y,N,Y,Y,N,N,1,4,0,0,1,1,4,4
88f5d2db759da394873c95b5764a0e26e00cbfa8,0,0.015921364,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,1,0,0,0,0,2,2
f5e4cf8e3edd1ce0ebb8c0c7256be07d094896de,0,0.107201532,0.15037185,0,0,0,Y,N,Y,N,Y,N,N,Y,2,12,0,0,5,2.5,16,8
5c5d04047adbb73571ffd6692f6965b38704a56a,0,0.012786414,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,0,0,0,0,0,18,18
220b3f265681891c2dfd7cc1d2548457a5a44ad2,0,0.359340459,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,9,1458,22,0,19,2.111111111,74,8.222222222
a42e40706667a0bb8c7a9b6740f853feacad9623,0,0.09396901,0.15037185,0,0,0,N,N,N,N,N,N,N,N,2,4,0,0,4,2,10,5
a11f6cec92c9a93d37cdd94b7363681addabfe9e,0,0.039348494,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,1,0,0,0,0,15,15
1761fce9ea94243abae0c1287312ca7ae3dd3f86,0,0.317118406,0.15037185,1,0,0,N,N,Y,N,Y,N,N,N,9,49,0,0,27,3,72,8
88fab71350100ba544a0002780239042977df246,0,0.025029879,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,1,7,0,0,1,1,0,0
ba242d91c54b36628e03332a91adfef40e32ac32,0,0.17587693,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,7,433,43,0,23,3.285714286,100,14.28571429
84f65f387c873d7d342a56f081f7bf8025500bf9,0,0.130621105,0.15037185,0,0,0,Y,N,Y,N,Y,N,N,Y,2,22,2,0,7,3.5,25,12.5
dbee58e7bb2ed1df6bb513247ec7ac07387ff5d1,0,0.151890114,0.15037185,1,0,0,Y,N,Y,N,Y,N,N,Y,2,22,0,0,2,1,73,36.5
9f4ec1c7237b9b2070e7b6d7a6eefbdd51a36324,0,0.017203737,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,2,0,0,0,0,0,0
dbf0b22abb5a55e3bab5eb335eb47cd843a7a43d,0,0.255853772,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,16,825,29,0,16,1,41,2.5625
af020da544ac4cf21b293d23710545ee5cdcdfa4,0,0.111605301,0.15037185,0,0,0,Y,N,Y,N,Y,Y,N,Y,2,8,0,0,4,2,42,21
31f4046323839d6c0aaa885fe7bd5920845eab30,0,0.02273812,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,1,5,0,0,11,11,13,13
a67bce77e12b5af7fd5fae7946c96d483ecede92,1,0.02475713,0.15037185,0,0,1,N,N,N,N,N,N,N,N,1,2,0,0,34,34,5,5
aa3e64f9125e4c41de90213b75b2826bfd663527,0,0.158427924,0.15037185,1,0,0,N,N,Y,N,Y,N,N,N,4,7,0,0,30,7.5,34,8.5
8eb7ca51c0bfda334eda8a25d599aa1d9cd21c22,1,0.015511953,0.15037185,0,0,1,N,N,N,N,Y,Y,N,N,1,1,0,0,2,2,13,13
cf8586a8810748e927c7428c229e203a8fdf938e,0,0.018214541,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,2,0,0,0,0,11,11
b7b7cc8f67073dabe2d6c97e87b49b9ea346692a,0,0.168586895,0.15037185,1,0,0,Y,N,Y,Y,Y,Y,N,Y,4,79,0,0,8,2,50,12.5
6d14917e76a3f2084142c316a374c6755edda556,0,0.124957278,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,3,13,0,0,0,0,2,0.666666667
16dc5b9b5273c36d6b9f76b96d8753a4a7d511d0,0,0.018260116,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,0,0,0,23,23,11,11
1ad5fc84936b4ad2850d1d632514cfb5b24dfd43,0,0.035246257,0.15037185,0,0,0,N,N,Y,N,Y,Y,N,N,1,9,0,0,0,0,11,11
010bd1f392e67a6fcd276593b8c79acfe41d1cc7,1,0.145139143,0.15037185,0,0,1,Y,N,Y,Y,Y,Y,N,Y,2,127,0,0,11,5.5,19,9.5
00dd97c7e9a852f4abd6e8460a0d094c01d3d0ba,1,0.261408299,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,N,N,6,159,0,0,7,1.166666667,61,10.16666667
3c8b8ce1013c739f8ed34053dc36ab0705f05884,1,0.21472992,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,N,N,3,37,0,0,1,0.333333333,22,7.333333333
bff120a4775a1b1f3846a27c38d8eff4a678fd24,1,0.224850982,0.15037185,1,1,0,Y,N,Y,Y,Y,Y,N,Y,5,140,5,0,22,4.4,71,14.2
73161b06b038293dc680e8af5a37d059b67e8a82,0,0.123326696,0.15037185,0,0,0,N,N,Y,Y,Y,N,N,N,4,33,0,0,72,18,44,11
4c7c0d4a7a42aef4ec50d63a27541e6e00ba3792,0,0.235125363,0.15037185,1,0,0,Y,N,Y,N,Y,Y,N,Y,3,38,5,0,7,2.333333333,41,13.66666667
f5d33051b6d9b0dd0fe08692758748ed34d50136,0,0.032386042,0.15037185,0,0,0,N,N,N,N,Y,N,N,N,1,3,0,0,11,11,13,13
2871d329eb66b2da7eade94285d6fc39325e467f,0,0.022180401,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,0,0,,27,27,15,15
0d388b4effa059bd417024854d0c90f7ecf4c82c,0,0.015473691,0.15037185,0,0,0,N,N,Y,N,Y,N,N,N,1,6,0,0,0,0,8,8
89ec5a138554e5d9bdf1d6a9f6a00d304599a87a,0,0.022819057,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,2,0,0,0,0,4,4
f78746062f942b30d73f2575c41dee26b3619f2f,0,0.020269377,0.15037185,0,0,0,N,Y,N,N,N,N,N,N,1,2,0,0,1,1,10,10
2d211b66994240b2047d78b3d084d52abeac72a2,0,0.03092115,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,2,0,0,1,1,5,5
e5b1d5111772bb25112753d619a2aa0e1a64ba14,1,0.211407736,0.15037185,1,1,0,Y,Y,Y,Y,Y,Y,N,Y,4,287,53,0,1,0.25,10,2.5
7817d12439a4c86d3015ce8e6a74f72804fdfd24,0,0.09818542,0.15037185,0,0,0,N,Y,Y,N,Y,N,N,N,2,12,0,0,1,0.5,13,6.5
046c4ed223f0a60ade90b0fff92625ab7e6a6ab2,1,0.209377035,0.15037185,1,1,0,Y,Y,Y,Y,Y,Y,N,Y,4,52,7,0,6,1.5,51,12.75
17e556acf5c33583dcb6ed34bfd5a5fd9c148c9e,1,0.223557994,0.15037185,1,1,0,Y,Y,Y,N,Y,N,N,N,3,37,0,0,1,0.333333333,39,13
6a3e0fb136856411680c72e6c1e97d00dee6081a,0,0.021210991,0.15037185,0,0,0,Y,Y,N,Y,N,N,N,N,1,101,4,0,2,2,15,15
bc87669e9adb7a3c3b04927581dcba6c97706612,0,0.261652231,0.15037185,1,0,0,Y,Y,Y,Y,Y,Y,N,Y,6,226,52,0,317,52.83333333,13,2.166666667
273d8765115f0936d24549db8698dbe7e8d2ec1a,0,0.037751365,0.15037185,0,0,0,N,Y,Y,N,Y,Y,N,N,1,5,0,0,0,0,5,5
32d4f14c9ecaf56767a4a4c3fd7fba2e85935d98,0,0.170422241,0.15037185,1,0,0,N,Y,N,N,N,N,N,N,3,30,0,0,30,10,20,6.666666667
b84d6237729efb9241d934e2d06d77bf9adb8471,0,0.039041389,0.15037185,0,0,0,N,Y,Y,Y,Y,Y,N,N,1,6,0,0,3,3,8,8
a0cbbf8e1afe6e9d6bbe29f977b2726146615447,1,0.184751868,0.15037185,1,1,0,Y,Y,Y,Y,Y,Y,Y,Y,5,133,8,0,6,1.2,16,3.2
8ed3a0aab4cc7db527a3ab0940e8cb353eb33348,0,0.034476414,0.15037185,0,0,0,N,Y,Y,N,Y,N,N,N,1,8,0,0,0,0,10,10
a1d590211760f5bf19e04d8c253c1f7cecbf46b1,0,0.015033957,0.15037185,0,0,0,Y,Y,Y,Y,Y,Y,N,N,1,36,0,0,2,2,1,1
64a9dd5c509366aeb763b964094579c93ef0e091,0,0.260246336,0.15037185,1,0,0,N,Y,N,N,N,N,N,N,19,64,0,0,74,3.894736842,114,6
d9b8a5189fa9adf4308bf492dcf6537ba2b75311,0,0.037920397,0.15037185,0,0,0,N,Y,Y,N,Y,N,N,N,1,8,0,0,8,8,5,5
0e5cb31afd4d05e2ab9f63cc27f0389ceafc67ae,1,0.183160767,0.15037185,1,1,0,Y,Y,Y,Y,Y,Y,Y,Y,4,262,0,0,12,3,26,6.5
b864a08b2aa7e7ba953dd4afce2c3042ba963ae7,1,0.178392097,0.15037185,1,1,0,Y,Y,Y,Y,Y,Y,Y,Y,4,182,8,0,6,1.5,19,4.75
0ab8c56a456082a8f25fe879a68b032111558536,0,0.042714689,0.15037185,0,0,0,N,Y,N,N,N,N,N,N,1,2,0,0,3,3,5,5
430d3a5b94543e3b24a58d61d1497b3683ff309e,0,0.026966754,0.15037185,0,0,0,Y,Y,N,N,N,N,N,N,1,5,0,0,1,1,35,35
a0895f0030f6a95f7415b35b92fde871f54668b9,0,0.021779647,0.15037185,0,0,0,N,Y,N,N,N,N,N,N,1,2,0,0,0,0,5,5
a9b51ea8421939ddc1d9a964dd58a1067fc2a167,0,0.036032215,0.15037185,0,0,0,N,Y,Y,N,Y,Y,N,N,1,2,0,0,1,1,9,9
dee13e6a3660f94cbbc143151e9d4046882f2032,1,0.158850431,0.15037185,1,1,0,Y,Y,Y,Y,Y,Y,N,Y,5,112,4,0,8,1.6,22,4.4
21f415347a3f26f022427ea9c640396a4a19f4f5,0,0.019700196,0.15037185,0,0,0,Y,Y,Y,Y,Y,N,N,Y,2,170,4,0,0,0,3,1.5
d6935af9b3cdf73cc5dac2006d76a95e4c6cb35e,0,0.131630421,0.15037185,0,0,0,N,Y,Y,N,Y,N,N,N,2,65,0,0,5,2.5,19,9.5
bfb66019edd197141ea1462ba78dd27a2ed0e40d,0,0.119635507,0.15037185,0,0,0,N,Y,N,N,N,N,N,N,2,8,0,0,1,0.5,18,9
0903603971033536751ba40df98a3c39175d3189,0,0.114894181,0.15037185,0,0,0,N,Y,N,N,Y,N,N,N,2,4,0,0,4,2,6,3
ad45eb32a6be5b47b89508d3dfba409434a049e1,0,0.032240942,0.15037185,0,0,0,N,Y,Y,N,Y,Y,N,N,1,7,0,0,0,0,7,7
82cb3c03909bbb9eadeb9eeedfe17b8deb429a9c,0,0.024892857,0.15037185,0,0,0,Y,Y,Y,N,Y,N,N,Y,1,3,1,0,2,2,13,13
c5f3a32178c09f03d617998d7b6d0559ea9e0ca3,0,0.034536082,0.15037185,0,0,0,N,Y,N,N,N,N,N,N,1,2,0,0,9,9,5,5
5f6cb2f1c19687ef3a40cf6988f12b25c5269193,0,0.033376131,0.15037185,0,0,0,N,N,N,N,Y,N,N,N,1,2,0,0,2,2,7,7
b2371aeff9eccbd28952dd0f568da26722dc58f7,0,0.204448685,0.15037185,1,0,0,N,Y,Y,N,Y,N,N,N,3,28,0,0,5,1.666666667,22,7.333333333
7523489e856e637dc6af23638568f4700980360f,1,0.313592434,0.15037185,1,1,0,Y,Y,Y,Y,Y,Y,Y,Y,9,311,42,0,20,2.222222222,68,7.555555556
85b8ef62da3ae13923ebf449da3dcb3da224adb1,1,0.130767837,0.15037185,0,0,1,Y,Y,Y,Y,Y,Y,N,Y,2,118,1,0,1,0.5,21,10.5
b3ee8b799cd5bd33326d8a9f8baf8f1bcf2eb20c,0,0.023745982,0.15037185,0,0,0,N,Y,N,N,N,N,N,N,1,2,0,0,0,0,8,8
f0d5dee0d3aed14d9c49df073a220c19e695461c,1,0.225701943,0.15037185,1,1,0,Y,Y,Y,Y,Y,Y,Y,Y,9,232,25,0,21,2.333333333,77,8.555555556
51ec9380383ce6a7d94ccc6963bed26ca9065fce,1,0.122845732,0.15037185,0,0,1,Y,Y,Y,N,Y,N,N,N,4,47,0,0,15,3.75,18,4.5
67078ab9329b8f3d844b033b4d64cf2bdcf6bab7,0,0.231630757,0.15037185,1,0,0,Y,Y,Y,Y,Y,Y,Y,Y,7,145,3,0,25,3.571428571,36,5.142857143
4aaa3b64a3ca3050ebed3d748d46facafc09413b,0,0.039496284,0.15037185,0,0,0,N,Y,Y,N,Y,N,N,N,1,3,0,0,0,0,12,12
5654992881ffef83c3c6c775e956f40ae80a2a5a,1,0.311775208,0.15037185,1,1,0,Y,Y,Y,N,Y,N,N,N,22,148,0,0,80,3.636363636,237,10.77272727
2a630f71af21334a1f3dd213205efcba1ef38ac4,0,0.077065125,0.15037185,0,0,0,N,N,N,N,N,N,N,N,2,3,0,0,18,9,3,1.5
d09eee32aa0ee756ce7062d61e7e006b6346fe00,0,0.018908136,0.15037185,0,0,0,N,Y,N,N,N,N,N,N,1,2,0,0,2,2,11,11
b46a0afc37ce2f93bcf3527593eec1097792cae5,1,0.126729175,0.15037185,0,0,1,Y,Y,Y,Y,Y,Y,N,Y,5,914,201,0,2,0.4,8,1.6
8179007c804d88595a346ad993791fd21a2a9c01,1,0.152212471,0.15037185,1,1,0,Y,Y,Y,Y,Y,Y,N,Y,3,72,0,0,14,4.666666667,16,5.333333333
adb8ba7bff2bc4e2657cf84e9f061433ff947a73,0,0.345662355,0.15037185,1,0,0,Y,Y,N,N,N,N,N,N,9,133,9,0,8,0.888888889,77,8.555555556
c73d15d347ba5a973e257932ffb9d6012939e3a5,0,0.019554801,0.15037185,0,0,0,Y,Y,N,N,N,N,N,N,1,9,1,0,7,7,7,7
0cd8f34eed28a2c1a77d56fe4b0e00816ef48780,0,0.215389326,0.15037185,1,0,0,N,Y,N,Y,N,N,N,N,13,62,0,0,0,0,11,0.846153846
15962a4d13334b2265120e67ab4222b119e95c3e,0,0.227406919,0.15037185,1,0,0,Y,Y,Y,Y,Y,Y,N,Y,3,58,7,0,2,0.666666667,17,5.666666667
204c3a30afd5c4d2f9e595a7c64b187e1a0531c2,0,0.207604766,0.15037185,1,0,0,Y,Y,Y,Y,Y,Y,N,Y,5,401,60,0,7,1.4,47,9.4
4615161964dfc40950759b509dd11650313ff53b,0,0.031476922,0.15037185,0,0,0,Y,Y,Y,N,Y,Y,Y,Y,1,64,1,0,0,0,4,4
b66c3361be2095186e19b0d44e49a8b2c48f7235,0,0.094949685,0.15037185,0,0,0,N,N,N,N,N,N,N,N,2,156,0,0,0,0,4,2
628adc99b41c097b0c071087a274ded850ff7df5,0,0.036731757,0.15037185,0,0,0,N,Y,Y,Y,Y,N,N,N,1,20,0,0,2,2,12,12
17912f4c4fba270a15cab47bb68d9e30c34a69b0,0,0.119749665,0.15037185,0,0,0,N,Y,N,Y,N,N,N,N,2,5,0,0,3,1.5,50,25
d75fafa88ff3d50a1b76e0ed4fcfaf8351f00e4e,1,0.167648584,0.15037185,1,1,0,Y,Y,Y,Y,Y,Y,Y,Y,4,162,8,0,0,0,0,0
092a59a65a243bf1c96dbcf61e724c03a424373c,0,0.033425141,0.15037185,0,0,0,N,Y,N,N,Y,N,N,N,1,6,0,0,1,1,7,7
8defcf2de7a2dc9a8ef3e0f3e4b551ffa407eded,0,0.022113444,0.15037185,0,0,0,N,Y,N,N,N,N,N,N,1,2,0,0,4,4,3,3
2e323ba7b154c6bdb76a4c018e99004dabcb8420,1,0.225272402,0.15037185,1,1,0,Y,Y,Y,Y,Y,Y,Y,Y,4,498,53,0,6,1.5,27,6.75
c9e5b98464090e59d43c653d4f5c9dde87ea6f5c,0,0.114357181,0.15037185,0,0,0,N,Y,N,N,N,N,N,N,3,198,0,0,0,0,31,10.33333333
9bee869cf4ec8c3b95a763f02945d98205f32d46,0,0.132842243,0.15037185,0,0,0,N,Y,N,N,N,N,N,N,8,0,0,,0,0,68,8.5
89ac0cb3e65f25374ca3af0f674e85cb2fbf9e1e,0,0.031670857,0.15037185,0,0,0,N,Y,N,N,N,N,N,N,1,29,0,0,2,2,4,4
a5371712ce67b8e769f5fc12a3048dc5d0eef3eb,0,0.024279406,0.15037185,0,0,0,N,Y,N,Y,Y,Y,N,N,1,6,8,0,1,1,7,7
4ad95dba4fccbbc0df923dea0dc9e5c3ac9f4cc2,0,0.057740524,0.15037185,0,0,0,N,Y,N,N,N,N,N,N,2,12,0,0,0,0,20,10
ff3b90522b0c6f02d71dc5fdea7092fcf498cd3a,0,0.243684024,0.15037185,1,0,0,N,N,N,N,N,N,N,N,3,6,0,0,26,8.666666667,12,4
f2c50166f94bc22f02311a9ca19ebebf26547d13,0,0.026049238,0.15037185,0,0,0,N,N,N,N,N,N,N,N,0,0,2,1,4,4,8,8
f48ff3c851670e6b0e005eca89566c5c970f0b77,0,0.106235214,0.15037185,0,0,0,Y,Y,N,Y,N,N,N,N,2,33,0,0,1,0.5,13,6.5
79f63f95fe81a6642f43c4ad2cb75f657e11ca3c,0,0.173770472,0.15037185,1,0,0,N,Y,N,N,Y,N,N,N,4,14,2,0,10,2.5,24,6
ae6b7642e8d32ef5fa75cdcfe55be23c052fd547,1,0.425918877,0.15037185,1,1,0,Y,Y,Y,Y,Y,Y,N,Y,10,198,37,0,21,2.1,25,2.5
df03a9b9b7025a0e13d9387a74c304875dec0918,0,0.125208184,0.15037185,0,0,0,Y,Y,Y,Y,Y,N,N,Y,2,19,0,0,2,1,23,11.5
8a042e0732fbac24e412306d337c0742b681cfc2,0,0.082844011,0.15037185,0,0,0,Y,Y,Y,Y,Y,Y,N,Y,2,50,3,0,1,0.5,13,6.5
9c7f5c9c64690b68377ad860c805f90a17237b65,0,0.200175121,0.15037185,1,0,0,N,Y,N,N,N,N,N,N,20,32,22,3,35,1.52173913,148,6.434782609
ab29496714296161ce60b3cd59b85289c3f8889e,0,0.042149857,0.15037185,0,0,0,N,Y,N,Y,Y,N,N,N,1,11,0,0,5,5,16,16
42e164c32655fcde9e148501ca1bd998bb5b7cfc,0,0.0544976,0.15037185,0,0,0,N,Y,N,N,N,N,N,N,2,2,0,0,30,15,33,16.5
e2a58aa47dc94fecf314d7b7c786d8feccfc0946,0,0.340609342,0.15037185,1,0,0,Y,Y,Y,Y,Y,Y,Y,Y,15,1251,89,0,10,0.666666667,47,3.133333333
1405a6440d646524d41adfed4fc1344948e2871f,0,0.032413702,0.15037185,0,0,0,N,Y,Y,N,Y,Y,N,N,1,8,0,0,11,11,5,5
7323d8751538e06bb2dba106ba394bc6e29b8b84,0,0.024172528,0.15037185,0,0,0,Y,Y,N,N,N,N,N,N,1,7,1,0,2,2,13,13
dee4c862f241a6f12fdb6f0e7c48b32063ef6fe5,0,0.029379044,0.15037185,0,0,0,N,Y,Y,N,Y,N,N,N,1,8,0,0,5,5,11,11
a7d47c4ecea903f0706ac313abef888507ce0522,0,0.262790799,0.15037185,1,0,0,Y,Y,Y,Y,Y,Y,Y,Y,18,686,81,0,213,11.83333333,50,2.777777778
9cdccf36c6d8a07cfdc3ee0e974736951317005b,0,0.023785237,0.15037185,0,0,0,N,Y,Y,N,Y,N,N,N,1,2,0,0,0,0,4,4
68ed1bcec81e173648a4a86e5f4e21abc6dcf539,0,0.020000134,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,2,0,0,0,0,5,5
d281149ea0f860c7c862f7897710d2e1fcb681e7,0,0.024412639,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,6,0,0,10,10,18,18
a84c910c4e4fe3e60c5fc0e8d82658e8ec8bfd1a,0,0.227342173,0.15037185,1,0,0,Y,Y,Y,Y,Y,Y,N,Y,5,150,0,0,5,1,32,6.4
6d0d9e288f9333d88a73f4e0f0222a0064e905e9,0,0.027476972,0.15037185,0,0,0,Y,Y,N,N,N,N,N,N,1,6,0,0,0,0,12,12
996f7f949002d3d23048550b69579889f4e1c5a2,0,0.084507324,0.15037185,0,0,0,N,Y,N,N,N,N,N,N,2,4,0,0,4,2,15,7.5
966a514821738caf7835e7781037a04454e3299d,1,0.166525811,0.15037185,1,1,0,Y,Y,Y,N,Y,N,N,Y,3,15,2,0,7,2.333333333,24,8
e25c105740bb8a10ad05b188f8262af940539baa,0,0.161280453,0.15037185,1,0,0,Y,Y,Y,Y,Y,Y,Y,Y,4,147,1,0,2,0.5,14,3.5
fea9ebc68ffa60e732201e36eca84ea26b2e0910,0,0.035002414,0.15037185,0,0,0,N,Y,Y,N,Y,N,N,N,1,7,0,0,0,0,18,18
6602bbfc0854c4b014100c00e1b821f8a3190255,0,0.137837365,0.15037185,0,0,0,Y,Y,Y,N,Y,N,N,Y,4,37,0,0,6,1.5,30,7.5
719ec5c82ac39384ec30ff2aab9b1ddea6c83f4c,0,0.02527941,0.15037185,0,0,0,N,N,N,N,N,N,N,N,1,4,0,0,1,1,6,6
2f62736e47367404ac56525689412d123d69c283,0,0.028408138,0.15037185,0,0,0,N,Y,Y,N,Y,N,N,N,1,8,0,0,0,0,8,8
de31210c05f464c4a79255de68b1a515d9b84ed3,1,0.146876618,0.15037185,0,0,1,Y,Y,Y,Y,Y,Y,N,Y,2,150,28,0,3,1.5,16,8
681a898101f81dbe2317a84e4496bd1e000cf527,0,0.259450346,0.15037185,1,0,0,N,Y,Y,N,Y,N,N,N,3,49,0,0,9,3,28,9.333333333
04e333f78ec8f22cdc0f0ab8701ae6a277bacbd5,0,0.036589146,0.15037185,0,0,0,N,Y,Y,N,Y,Y,N,N,1,9,0,0,1,1,10,10
4d4627f9c213ca5d473b88bb21e611b93975074e,1,0.18101497,0.15037185,1,1,0,Y,Y,Y,N,Y,Y,N,Y,5,225,9,0,9,1.8,35,7
5bf7b9be798296b08de42f4cb6295071dc299ef8,0,0.258149326,0.15037185,1,0,0,Y,Y,Y,Y,Y,Y,N,Y,4,206,28,0,4,1,11,2.75
