Commit_Hash,Bug,Filecount,Editcount,MultilineCommentscount,Inwards_sum,Inwards_avg,Outwards_sum,Outwards_avg,,,,
16c3a33c0b8c37ea76d45a90d6b332cfda416b3d,1,38,1622,4,202,5.315789474,353,9.289473684,,,,
16c513b480189468edb5a6cbeca6a48398fc8a92,0,1,2,0,3,3,27,27,,,,
16c5dbf156f5aafe113d9ac2c26e99b0e621724d,1,3,23,5,8,2.666666667,5,1.666666667,,,,
16c9054ce3973eb2fe2f26180a6278659961ac52,0,3,27,0,1,0.333333333,26,8.666666667,,,,
16cb60ce661f00f9a91c8ad02c381d2f9c504580,0,1,11,0,1,1,26,26,,,,
16ce0ae2c2b50b4317cdb95e62246d805b3d76a9,0,7,79,0,20,2.857142857,177,25.28571429,,,,
16ce78c99b0d044976b5c1a4e3699f49a325f867,0,2,34,0,2,1,53,26.5,,,,
16d26af6ef57a7de86c7acaa8ab2aa4f37be7097,0,2,12,1,25,12.5,6,3,,,,
16d48ca756570ff9b10d5102544d1d5eb0020f29,0,1,174,0,2,2,3,3,,,,
16d6ce3527703b39b5b5db371827fc9bfee2ee26,0,4,14,0,2,0.5,33,8.25,,,,
16dfff5dedffcf4645df3c13b623d1ecd7560d8b,0,3,7,0,12,4,54,18,,,,
16e360d3a9183e9fd2b3dc163fe3e1ce4ec18e8b,0,14,89,0,10,0.714285714,96,6.857142857,,,,
16e3f2effcddf838cc8927cc6fc8a968de0034bd,0,1,2,0,0,0,1,1,,,,
16ea348a1623f055809d0d9b7fe9f046515b5dd1,0,5,36,0,21,4.2,19,3.8,,,,
16ecc430caa9e10aad97a13f4d8ef89b72debe64,0,4,246,0,14,3.5,47,11.75,,,,
16f4c5bf9754f67fc095ae5525dcd357a99509d6,0,4,27,0,0,0,0,0,,,,
1701b6bc2424cd8db843ffb4517bb1239de46198,0,1,11,0,3,3,6,6,,,,
170aaf523106d31611a629980dd62bbe0e51e562,0,7,29,0,0,0,56,8,,,,
170efefa2d7646b70efd8e43d04227c275e83503,0,1,2,0,4,4,31,31,,,,
17149f688d22e4f4938674f7179a03caeafbfc93,0,3,33,0,23,7.666666667,33,11,,,,
1715eb7c8e1f2433df3c081e357f8c40dfe2a28a,0,2,60,0,8,4,24,12,,,,
171a57a6879683dac5f219a0e8f1080ea687105d,0,2,49,2,5,2.5,10,5,,,,
171efa46e0ce39d02d298b294ab401b03a3f690a,0,11,360,53,0,0,0,0,,,,
1724c5cee71d3b32466dd9d6cabd22a3339546b4,1,4,1737,19,4,1,27,6.75,,,,
172ba65bdce30862fc393984d4ed57468b8fb8ab,0,3,70,15,0,0,6,2,,,,
17336b9cb64048652bb6853fe0429699b4762a40,0,1,2,0,2,2,49,49,,,,
17389ec61b932988821c19efc79d0b1093128b53,0,1,2,0,0,0,4,4,,,,
17397a9ce70fff416acd7c9be52d94a9ed7d2330,0,3,42,1,3,1,31,10.33333333,,,,
173d8214637c3db1225e42a9f7908eb4430f96b1,0,3,16,0,6,2,10,3.333333333,,,,
173e12054bef8c0e700862143843535e02b91e8b,0,8,125,0,95,11.875,159,19.875,,,,
1744e68d196deb083268cc26cb0003f683277415,0,5,46,0,25,5,28,5.6,,,,
174ebde8e6a8cddc2db615b127d7d0066dabaa31,0,1,3,0,5,5,7,7,,,,
17538890dc9d005652b2d912cea4a0307e5d6e18,0,2,21,2,8,4,15,7.5,,,,
175584f0afef308e1021bb4daf49cbf222a61a40,1,1,1,0,4,4,15,15,,,,
17567f19dc5734e9be4db0f1d2d21881554970f9,0,1,8,0,6,6,3,3,,,,
1757e7e0ae92772cde3114500261b8432266f8d1,0,8,234,82,45,5.625,53,6.625,,,,
17585b26470c510a2a3098898d8b7de8dc527fb1,0,1,7,0,0,0,0,0,,,,
1759d5825c8207492c8960711130d9eb85e5d631,0,2,12,0,5,2.5,49,24.5,,,,
175dfc11007b5824d4fbdc2bf9eca696eff1f59d,0,1,2,0,5,5,33,33,,,,
17624e21f4812be80ca535a1f119127c021db54e,0,2,32,0,109,54.5,35,17.5,,,,
1763c80711993c55f4f13afe56f449b1dd6d3d3a,1,21,81,0,85,4.047619048,711,33.85714286,,,,
17647e0a212e4db2851cdfb0f3fd05bbf46ac034,0,1,4,0,77,77,5,5,,,,
17654068a65d260f4c82841dd989cf12814c50a4,0,2,63,0,1,0.5,18,9,,,,
1766a5acc5c948288b4cd81c62d0c1507c55f727,0,1,2,0,2,2,0,0,,,,
1767e0ae9595003c22facc86e590b7c9b1ed6a75,0,2,27,0,1,0.5,15,7.5,,,,
1769ce8581ad532d203c3c09bec35fb1752b3f72,0,1,2,0,0,0,0,0,,,,
176a34161fd325dbfd788148b860f6abe606d04d,0,2,9,0,1,0.5,8,4,,,,
176c483cdf2bc8eff7cfff4a9b0ac0dd98239da1,0,5,62,0,28,5.6,85,17,,,,
1772a9116d127294354addd830e16877658bbee3,0,7,68,0,120,17.14285714,61,8.714285714,,,,
1772bd15f0def2e8e041fad417bd6c04be998a96,0,1,2,0,21,21,6,6,,,,
1777e019e0df8e83d5ac25dd7265186e4bb01aae,0,1,9,0,7,7,5,5,,,,
178c362cdd03dbc1b17e1055821ab1f4a7f7a141,0,1,21,0,0,0,10,10,,,,
178e48e0ea78c4906e8f70a6567064eb4272a599,0,3,15,0,9,3,51,17,,,,
1792c03d81a5a72fbf881e26be235fb77236b1c2,0,3,213,0,17,5.666666667,5,1.666666667,,,,
1798c82dfa7de36de2502bb44e8b646d93574290,1,1,28,0,7,7,1,1,,,,
17aad487fa9e4b5fd7cb3e6070cd745d370c5200,0,5,10,0,0,0,50,10,,,,
17ae2d2662ca9af6eee0cf96fe48d3951593dc6b,0,2,8,0,0,0,0,0,,,,
17b350674110865c83a2cc9b6659aa7ba18e7679,0,2,19,0,5,2.5,25,12.5,,,,
17b8cedeaa291f973e8311865b6560dc4806888d,0,2,53,0,3,1.5,34,17,,,,
17ba935d9da2ff912196bb47f6856fb64db13247,0,81,160,0,76,0.938271605,257,3.172839506,,,,
17bb55192cc95db819ce18fd6e7edf82b0fbdc0c,0,1,24,0,20,20,31,31,,,,
17bca438954638d74035d560e826a26a532b3ea3,0,3,33,0,5,1.666666667,42,14,,,,
17c4fd71038b0603bf4f0035e46fc0ff1bc517f7,1,8,3872,518,5,0.555555556,44,4.888888889,,,,
17cda3ac96c90338f9745593757407c56cd4c920,0,1,203,0,0,0,18,18,,,,
17d38f90d1ce28383a5fc061e01f0853cd8debf6,0,2,14,0,25,12.5,34,17,,,,
17daedc6cc482111e20e0ec1f884b851a08e953b,0,13,88,20,1209,93,18,1.384615385,,,,
17de856ca622fc32c54144d713e3d6074c597a30,1,1,25,0,1,1,9,9,,,,
17e32560daccd9280a38d4cbdb6470a4be02e93f,0,1,10,0,4,4,14,14,,,,
17f9473be7ec32b468d26c7304596ae51901a8e6,0,2,269,23,0,0,0,0,,,,
1807b665a7914105abcd6ad0163edb04a529bc87,0,1,8,0,5,5,36,36,,,,
180ae8964d0ab1bcde419aff06e2d299dbe242c9,0,4,74,0,1,0.25,0,0,,,,
180cd18da64b59c39ec1696e4316b18711d1fb82,0,1,3,0,3,3,0,0,,,,
180d686d2ff73d24c8259cf9784adef582befaef,0,1,16,2,2,1,8,4,,,,
180f29d7ecb94d50da03ecb0bfad108868dad5c7,0,1,4,0,2,2,5,5,,,,
1815aaf13af1c5d6d4225fa0f8f4adb2b10548e6,0,1,20,0,6,6,12,12,,,,
181744d10a2e5b3f4bb33674c84fde5039e05396,0,2,85,5,2,1,8,4,,,,
181bcf77c429ecdde1f28b1884f0aa9144eb0851,0,2,21,0,3,1.5,22,11,,,,
181d8de082090f77bb6f5b8b816e172005f6a38c,0,1,5,0,5,5,2,2,,,,
1820686852fe5742547f106a4696bf4530fa970c,0,1,15,0,9,9,14,14,,,,
1825abc8da4db5e5a85e30386c7598a61c59aa9d,0,3,4,0,4,1.333333333,18,6,,,,
182e071a113fef7138a77bfae0d3b432e875d289,1,4,56,0,4,1,32,8,,,,
18308807de7e7090854d6fde9ae06c7ffbf9b7ac,1,3,21,0,9,3,21,7,,,,
18374238c5265968c68f17431dab52584b5f268a,0,1,9,0,0,0,15,15,,,,
183bb1d1b4e9c0a0c01abeeb0cd961f58086ee53,0,1,9,0,1,1,7,7,,,,
184399cc864d45df99f1dd50c8aa7c069e526fa6,0,2,33,0,5,2.5,72,36,,,,
184604edee5baf08bed94b1336d4f727a2978ecf,0,2,44,0,6,3,23,11.5,,,,
184dfaaaa89ef8869e7cb54a6ea794a3ddc454a1,1,24,302,0,0,0,128,5.333333333,,,,
18520a9943f1fe6f49a65e00b5e19318986ed08d,0,1,4,0,1,1,27,27,,,,
18581b3370b4aa8554bb0fafa33919de609c9626,0,1,12,0,2,2,10,10,,,,
185b84ed994a90785819d03efbac2749700c5488,0,1,2,0,0,0,5,5,,,,
186143ecc81369c02aca51b81feb976259bcad41,0,5,64,13,7,1.4,13,2.6,,,,
1861cb557ecf65669a3076f59741f27a418cf893,0,23,177,0,0,0,9,0.391304348,,,,
1864939720c94b602699f69002c6467fda247deb,0,1,2,0,0,0,25,25,,,,
1867b89a53e3e46394e9db80e0dc82471661068c,0,2,66,4,1,0.5,7,3.5,,,,
186c49409c841bd2bba50ea8629ec214a7fb9627,0,7,6,0,2,0.285714286,159,22.71428571,,,,
186d5636df4ebe063f61de0b34ad55739e0bc09a,0,1,14,0,0,0,0,0,,,,
186e24850a1ddbc0c41499bd1bb26a41a963c806,0,4,37,0,74,18.5,80,20,,,,
186f23998fcead5992ef95e33b01ed40f4ecaa5f,0,1,1,0,1,1,10,10,,,,
186faf363fb75dd7a2f010b97fb414a89aed292a,0,4,0,2,0,0,17,3.4,,,,
187140c2fcafb56752f0160832607e374a4a94ff,0,2,43,66,52,26,6,3,,,,
187d1668d43da6977eb9ae4d96cd85243838ed6b,0,3,67,2,7,2.333333333,8,2.666666667,,,,
188a94c898bcf07f9fe42ef2f3b5ee4aa8859b49,0,2,21,4,5,2.5,25,12.5,,,,
188f306aa88a6a5b73959c74f1642720d7627789,0,6,26,0,19,3.166666667,123,20.5,,,,
1892c2851d33eb2f5e6bb1faf0610c710888cd68,0,2,12,0,1,0.5,12,6,,,,
18938d283c5f87ab2e55f9f75626f313e8724bf9,0,5,18,0,40,8,2,0.4,,,,
189b89a9c87b1eae9f55e5b8c98cf907d3acd61d,0,1,25,6,15,15,3,3,,,,
18a2917504cf9be4370243fabc655d0de1656707,0,1,11,2,3,3,10,10,,,,
18a4c7ab9d80921f0b2fba701f2f4d0e42c0b702,0,0,0,2,10,10,5,5,,,,
18aa80234864a1bf7d4c343d203469705d08f8f2,0,1,2,0,1,1,0,0,,,,
18b14203d8b30c9792d8c819f7993961b2ec8fc5,0,2,19,1,0,0,5,2.5,,,,
18b9c7f29b8925aadeb6ac1ea95c1e1d74e9fa50,0,2,3,0,0,0,7,3.5,,,,
18bf0b386b2f26f524ebb6ab540941f64cad4642,0,3,110,0,3,1,17,5.666666667,,,,
18c0f0937534ee763216236728e43383b9abb51c,1,6,237,11,47,7.833333333,70,11.66666667,,,,
18c3ac4a8935b9997dbb55181d5dbb5232ef2c27,1,8,234,2,5,0.625,58,7.25,,,,
18d35d0949868840aba7b6720a76c3d6c5ec9608,0,2,18,0,20,10,45,22.5,,,,
18e43e6b4dffba73dd35afb797dfa4e1d6cd00fe,0,3,115,0,11,3.666666667,19,6.333333333,,,,
18e5e54a3ee6fb58018b80bc4b3c2ecd3ab727e3,0,1,1,0,3,3,13,13,,,,
18ed0b0940da01eb25d5b6c56e0ac92d09a0b566,0,7,179,146,11,1.571428571,42,6,,,,
18ee4122ad79b17bcf5356aebc7a2501aaf3cec4,1,2,508,105,0,0,1,0.5,,,,
18f417c14a9313d90918285b22263623ba0c7e22,0,5,34,0,20,4,58,11.6,,,,
18f72f29a92733e56d8641e48b2099df1b8b30f4,0,2,28,0,0,0,0,0,,,,
18f8f5be94aae3b1747b143479ea1b188872f000,0,2,25,0,7,3.5,23,11.5,,,,
19027e872dd5bd4bcac6971ea83324661939f850,0,4,74,0,37,9.25,1,0.25,,,,
190775d5ea82364ad1baf2471cd453032e9c60de,0,1,11,16,0,0,0,0,,,,
190c49e1381cc39160ced743cb11e140c9be4825,0,2,269,0,1,0.5,12,6,,,,
190d8ca4524df0b0fdd3514886672f51bd7da43a,0,3,39,0,7,2.333333333,71,23.66666667,,,,
19114203330b0bce8880cef39507faded18e3a71,0,1,9,0,0,0,1,1,,,,
192c09cedb3c5f3e0b893c366c78f3ee6157b860,0,2,4,0,0,0,2,1,,,,
192d7f35a7b61cd557c114080e49e3c6f0f69ab4,0,8,782,26,10,1.25,89,11.125,,,,
193096a476ca3da2ef7f36f89fdbd897c5bcc320,0,2,23,27,5,2.5,16,8,,,,
193886a486bdd6b47b6adb2ae96de840dd42cfe8,0,4,154,24,2,0.5,25,6.25,,,,
193ad7994d536f644d73849512b574d4f5ee7546,0,1,34,0,2,2,4,4,,,,
1957339df302e2da75e0dbe78b5d566194ab2c08,1,3,71,0,6,2,46,15.33333333,,,,
1959092bca5646306cfec5303f43627e78f6e2d4,1,2,231,8,3,1.5,32,16,,,,
1967cee5abb71a23bccd440da9a27309a8d67081,0,2,13,0,10,5,92,46,,,,
196a4892fcffdd0b2d0f2caa7996e5bde1858268,0,1,115,11,0,0,0,0,,,,
196a73192f698f0151b85e4135bac19b47e52da2,0,1,38,0,1,1,9,9,,,,
19745d7cb1b30120469be1f34deda25b54a4b52f,0,1,3,0,0,0,32,32,,,,
197a354300df7f947d080aac964dbd2c774768f0,0,2,15,1,0,0,10,5,,,,
197fbf154aafaf70363f5f1377a9495d0559436b,0,7,65,13,8,1.142857143,45,6.428571429,,,,
1985b176adff8252886c09f36c075af4144cb95f,0,3,16,0,4,1.333333333,13,4.333333333,,,,
198720f441c9aa93ebc0da4fbc7d9523fddac460,0,9,84,0,51,5.666666667,228,25.33333333,,,,
198a915f21f0ed9dfcfa74cc16ad173253047d8f,0,2,14,8,2,1,10,5,,,,
198a91a5e447915beca9585546cb92ab956fb0e6,0,1,4,0,3,3,5,5,,,,
199128a5a6e8e97a8b018a90cc81f2001a025a6c,0,1,12,0,3,3,3,3,,,,
1991fd682563474dab1f299a5c8842d2637fe887,0,1,14,0,1,1,3,3,,,,
19953cee68092fa93490320d0ebcac3cf19f5fac,1,6,181,3,76,12.66666667,151,25.16666667,,,,
1997cc97f14b95251ad568820160405e34a39801,0,1,3,0,1,1,8,8,,,,
1998730f5233c13da1510814290f42673aa46fbb,0,1,1,0,0,0,11,11,,,,
19a1911b2b1687025f774bedb49236c31a8e1874,0,1,2,0,12,12,2,2,,,,
19aaaf5ee166ae0276a4bc00d8bfba1fb3c7fc57,0,2,12,1,8,4,26,13,,,,
19b82a022cc58e702fe9061c3347cec471dc4da2,0,36,232,0,166,4.611111111,191,5.305555556,,,,
19bcad4a13464f8fb5ccebbb14e596d04316dfed,0,1,4,0,0,0,20,20,,,,
19cc71d6331753f439bea24d0e9fb0ee7c39ef36,0,1,4,0,1,1,19,19,,,,
19cc9ec6926e8b9028527c56fb1f4c7f883a08a1,0,1,13,0,2,2,9,9,,,,
19d1d80cf40eafa629034a43ffd9ad05b081ae74,0,2,17,0,9,4.5,87,43.5,,,,
19d6124ccc99dcec404ef3d5405eb26b40d2038a,0,11,84,8,161,14.63636364,50,4.545454545,,,,
19d65cdfd526d7ed5325f40f8dad31b1a04b4c47,0,2,20,0,2,1,55,27.5,,,,
19d8040d61d453ec3916d74c628189ca0b54ac59,0,2,17,0,6,3,18,9,,,,
19e9a068445a1f21ad43372302d6d872a776f307,1,5,118,7,11,2.2,34,6.8,,,,
19f833c25c79b823bef3a45d760fcb99925526f6,0,1,6,0,2,2,11,11,,,,
1a00329f81766f3371cbe53118ee474798218f9c,0,2,39,0,0,0,0,0,,,,
1a007651c40b8f959fab9e3d5c431f65b4728950,0,10,255,0,31,3.1,37,3.7,,,,
1a116d24a955c9e45fa8a29998d09da0350be4ab,0,49,814,0,142,2.897959184,625,12.75510204,,,,
1a11790f2d26ec92858a3ffa100388310912fae1,0,28,266,49,18,0.642857143,68,2.428571429,,,,
1a1fe2e1d2bfd782d70aa33d82cd5598aeeb4247,0,1,2,0,5,5,17,17,,,,
1a209e6f83aa2d5e797d83dd9d22bc64fbaaeffc,0,7,442,16,20,2.857142857,27,3.857142857,,,,
1a2a692b79cefd1fc7e743e8e616292107afacdf,1,4,348,100,6,1.5,21,5.25,,,,
1a311c484c0ad630d3361a819e6bda1b87d88e61,0,1,32,4,0,0,0,0,,,,
1a3ac5aa659c2fc9b6b90a0f49caadc7f967ec2b,0,5,32,0,48,9.6,97,19.4,,,,
1a3cf98038ecb431fe2986824ad9740e7ca8b8f9,0,1,3,0,19,19,5,5,,,,
1a40831f1711bf46c878dd247679bb05d19ffb5a,1,3,116,0,1,0.333333333,25,8.333333333,,,,
1a408818e96434778d34415e880d81c6f176233f,0,1,2,0,0,0,5,5,,,,
1a431edff622ad62707cce085d2af6683a995e3f,0,7,265,40,8,1.142857143,32,4.571428571,,,,
1a44190cb42ae3c40a15005dc22df55305322678,0,3,25,0,16,5.333333333,51,17,,,,
1a5418b7cbc6f19000ee2847067c681685dd416e,0,6,88,1,39,6.5,95,15.83333333,,,,
1a546c67ee94eef2260cd64e7fcb3fb0ed44b4f6,0,10,71,11,11,1.1,91,9.1,,,,
1a58ec19a3d7a3f6d13382a9f4599fb04261dd80,0,33,305,6,142,4.303030303,467,14.15151515,,,,
1a5c23a2810d4c887d1239eeab09dd9904892c8e,1,2,150,17,2,1,9,4.5,,,,
1a605cccb1fe29ae6554ad5afa3110abef11d9c2,0,3,16,1,5,1.666666667,41,13.66666667,,,,
1a76d75d07cfcb59f1437cb25db793acdb6148f6,1,4,143,0,3,0.75,44,11,,,,
1a85476b6a77ce448ef86bfb95e362cc21d2701c,1,9,206,11,8,0.888888889,64,7.111111111,,,,
1a8a27668fc26f93e24ea137e11e939d793e06c6,0,1,4,0,0,0,0,0,,,,
1a8dd2487d95327b97ebf8e8b4a27420d1432fd4,0,7,900,36,3,0.428571429,7,1,,,,
1a91aacb85922f8d74733979691f0bf26249debc,1,117,5422,1023,373,3.188034188,1083,9.256410256,,,,
1a9717a8cbd2fe405ccde25fa21214553deee635,1,7,319,6,109,15.57142857,57,8.142857143,,,,
1aa5b5e9ed6eb04a0c02302719a4326f2d994cfc,0,1,8,0,0,0,5,5,,,,
1aa64efc7e16cd0514db42b8afb5de1a6070e74b,1,3,218,0,6,2,58,19.33333333,,,,
1aaacf9c63f3a0b8da25712fcbc35407d466e03f,0,5,183,44,4,0.8,7,1.4,,,,
1aab3cb4465402811c52f64757becb1c4437195f,0,1,2,0,50,50,7,7,,,,
1ab2fc6477c402e29a95fbc93fe4a67950c083df,0,24,300,8,67,2.791666667,270,11.25,,,,
1ab59c999e918e86c4bd0224db9ef98b585138a4,0,1,3,0,103,103,12,12,,,,
1ac30bbd667aa5266ddb2967198dceba787a6653,0,4,32,0,49,12.25,27,6.75,,,,
1ac7b88a271d8b4fd4557b301fdeb80442dcabbe,0,2,49,6,5,2.5,4,2,,,,
1ad371422f35e238b4b40ed4ec744f9ac75f209d,0,1,33,0,7,7,12,12,,,,
1adf65dda010b0d0da53acbce9d2872df09a2f29,0,1,1,0,11,11,7,7,,,,
1ae7725a525756ad09b4d961cb3b66dbf457788c,0,1,2,0,1,1,1,1,,,,
1aec1f56f28cb52e843959a7d31f1f10c5f05407,0,1,4,0,19,19,5,5,,,,
1aef7b6304af6c19b8ceb81cbd9a3c83bb4880de,1,2,50,0,4,2,13,6.5,,,,
1af403ff66026b6616f683c6414851e51619088a,0,1,22,0,0,0,7,7,,,,
1af85e279f121a5b110a9ebabc56469064e8d6aa,1,2,174,0,5,2.5,17,8.5,,,,
1af8f46ea1c8e2a33ca554fa6ef3262d055c54ed,0,5,57,4,7,1.4,45,9,,,,
1b0d8cd520649624926178899f4a9f9073baff0f,0,1,19,0,0,0,16,16,,,,
1b150749f7a47f40f346213ea901fd439838c478,0,2,13,0,2,1,10,5,,,,
1b176be90fbf71a4e5ccbe0b6526a0b443d29263,0,2,32,1,12,6,30,15,,,,
1b18c82ca29e3e510ab521ae58bfcbe6b68bbffe,0,1,1,0,16,16,21,21,,,,
1b1921f5f0cb4c5cb565af222b4c2d6a6531a717,1,2,15,0,64,32,91,45.5,,,,
1b19fae34c26c7e01bc7fd0fdeb4ac66f7d287cd,0,1,2,1,5,5,16,16,,,,
1b1cd1e6b8a84682f4d40b104f9c87a2f7ff9e1e,1,3,185,190,25,8.333333333,5,1.666666667,,,,
1b207d44340f88d560b469d0a30f99839a63dc61,0,2,52,1,1,0.5,12,6,,,,
1b24bfbd73bd8d953cacb14bca8659d4e57bc579,0,8,187,30,16,2,63,7.875,,,,
1b2570877846598d3545a9c9f31680f2a995491f,0,2,13,0,21,10.5,77,38.5,,,,
1b2c121f133b15d0fe3f6ebdb131ac9998bc4b83,0,31,265,3,1,0.032258065,34,1.096774194,,,,
1b330677b283ce7b5f3fa57efe3a26b00ff38be1,0,1,2,0,2,2,9,9,,,,
1b3322d45fe2c5ed72cc7f8674e5e319928065ad,0,2,16,0,9,4.5,16,8,,,,
1b35a3b263f47558e2e7791e27810741881eea43,0,1,0,0,1,1,17,17,,,,
1b36e2077141749495bb32b423f3df8cbbd0eb40,1,13,1094,52,12,0.923076923,103,7.923076923,,,,
1b372a7bddb3095b0672e2de750c43922783b440,0,5,665,34,0,0,0,0,,,,
1b3cbc537ee1b69940cfb3a5d5b408db13df266d,0,6,54,23,11,1.833333333,25,4.166666667,,,,
1b3e4358715bad3c2309ac40785bd7c3b371284f,0,2,50,0,211,105.5,4,2,,,,
1b3f890c4daac8a915f99128457d2d890e23b505,0,2,143,2,0,0,0,0,,,,
1b49a8c6d3aad89c6a46ed8f7934c833ef4e3840,0,10,74,0,2,0.2,170,17,,,,
1b4fb23b0b5a1ab8e9fd443bb6f8f77f5c1a43b5,0,1,20,0,1,1,13,13,,,,
1b5409341099c869607d02e874d0476b4c959c42,0,1,0,0,3,3,6,6,,,,
1b66a47b5f4cbcdf1a9a1ec38532474588a3fee2,1,5,79,10,3,0.6,49,9.8,,,,
1b6aa2d1af3d65f381aa9c57cc80531704c0ca8a,0,6,120,10,7,1.166666667,17,2.833333333,,,,
1b7565b83ca8ef9761cdfb1eed1e9eb9498ea340,0,23,209,0,50,2.173913043,172,7.47826087,,,,
1b78c75bb606a22df0d7d51a30e7695861ef685c,0,1,2,0,6,6,8,8,,,,
1b7cea76abde83e9f937e33b56d54fa885f2a0b9,0,4,33,0,9,2.25,51,12.75,,,,
1b7d7f1878058a40ae1a331b1be2743c3c9a36e1,0,2,8,0,1,0.5,12,6,,,,
1b7f77f22d847803a24b66a9f6c08dc4a564bddb,0,5,97,0,2,0.4,8,1.6,,,,
1b7fba648aa3eb4cdda345237c9f77dc0b229329,0,5,47,1,21,4.2,26,5.2,,,,
1b86380e2e3b2990637d3219ed85da74d70f6371,0,2,18,0,1,0.5,3,1.5,,,,
1b87d59da108a0b4efaa0b3c657f7fc173c7cb3a,0,1,13,0,0,0,0,0,,,,
1b8faec7991756f13346c78b7d5b9a3e7141b887,0,3,40,0,7,2.333333333,16,5.333333333,,,,
1ba129e6a3898d1ea7e513304306aa6c0756f7b1,1,183,21348,976,645,3.524590164,1041,5.68852459,,,,
1babca0b8ffc86918729f2d4ad604c32f0b8deeb,0,1,12,0,0,0,4,4,,,,
1bae7eeb65b109ba9732a87e491d0d23d7c2ab44,0,1,2,0,0,0,9,9,,,,
1bb0600efb444fa4d8a27e876a8c002324746c1e,0,5,30,6,43,8.6,33,6.6,,,,
1bb6563a198ac32e1d3a9937dc8699a23cf7d816,0,3,41,0,4,1.333333333,22,7.333333333,,,,
1bbf44fa67412040246b93b15cab18e715a0be07,0,6,7,30,108,9.818181818,49,4.454545455,,,,
1bcec83ffd19ae6ef08cad860a731bcb08acb19b,0,1,2,0,2,2,10,10,,,,
1bcf5f5431d3c9620596f5329d7654872235c7ee,0,8,241,21,31,3.875,37,4.625,,,,
1bdaeb07a5fceaffbbc10f29b549141f9dba0dfa,1,5,483,85,1,0.2,22,4.4,,,,
1bddaf429edf7806f2a53dd26574905759bdd203,0,6,47,2,27,4.5,15,2.5,,,,
1be9a01bae34e7532c15d166ef9d9ea0993e3254,0,1,8,0,0,0,5,5,,,,
1bee4db0e2bbe0067f811974b1b24e83a7f1af6b,0,2,111,3,4,2,26,13,,,,
1bf066c59bbfe40a30e498f2b24fdddd82fb2508,0,4,64,3,14,3.5,44,11,,,,
1bf87dda57b076e042301eeafa966283265d08cf,0,18,5,618,148,2,413,5.581081081,,,,
1c01cf1c430e1af7240fe56cf43812f4bccd0b88,0,1,8,0,2,2,9,9,,,,
1c0235fb592d63e03506670e5690ab6c7ecab0a7,1,2,41,0,2,1,44,22,,,,
1c07735f8e3b28f64fcd1252372aa9e6e917d960,0,5,113,0,19,3.8,51,10.2,,,,
1c0859283f4e497cc9abea06039f5595406208ef,0,2,4,0,0,0,12,6,,,,
1c0c1eb01d45eb016ba6b2ad63b9e3e652365b34,0,2,20,0,13,6.5,102,51,,,,
1c12c4db4eacdb696437dbd1552c67c7541bfba5,0,4,22,0,0,0,10,2.5,,,,
1c1371c78b990447aeaa4377b512f8887e6ff3ce,0,3,46,0,14,4.666666667,34,11.33333333,,,,
1c18e276ca0159104d3f56949879e443646c6c77,0,3,41,0,13,4.333333333,40,13.33333333,,,,
1c1ef911c13be19c33e3de662618a8eccd61af86,0,1,2,0,2,2,3,3,,,,
1c21d5e382a11dcb2328067c02964ee6ae0b94f1,0,2,26,6,5,2.5,4,2,,,,
1c2cfc7fab6be4cb963d14b9982a48c2a08286d2,0,1,6,0,4,4,51,51,,,,
1c307e592c20a53e8930e2999e885b59658e359e,0,1,16,0,23,23,8,8,,,,
1c3a2a0d9735c549f7ae82e0f5e568a930f9a33d,0,1,34,0,1,1,5,5,,,,
1c3b75c29140939350807bf0e5faa2d35e7257a8,0,18,4070,559,4,0.222222222,36,2,,,,
1c46788b3e36f8d3d79b6f73e5b98d3ed6b48fbd,0,4,10,0,81,20.25,25,6.25,,,,
1c4e279e187d1b864680c9be7849130cb7f12801,1,2,13,0,0,0,1,0.5,,,,
1c5518badd5a74fecb7cf8b89d37926a5eeac7ab,0,1,104,23,1,1,12,12,,,,
1c55232ea33d59820b31bde4d318c05a04f430af,0,1,4,0,1,1,17,17,,,,
1c5797d53a53a990cef3d695f0752742fd213840,0,1,12,0,3,3,7,7,,,,
1c6710a016b7dba18c4be799dd334565b0387448,0,2,37,0,1,0.5,27,13.5,,,,
1c68bd3c617edca059d6a5ee1c95f5567c26861a,0,2,493,175,1,0.5,11,5.5,,,,
1c68d20e4bc9ca48a01b932f4c511f55cd54f4a9,0,1,6,0,0,0,0,0,,,,
1c68e733ca0e536ea95ac982d1b4b43ed143b3e2,0,5,46,2,42,8.4,97,19.4,,,,
1c6bb73b3df355b0100212e8732c8be16ee63624,0,1,15,0,0,0,12,12,,,,
1c6cc18b0cef25bfff8566c2a646cd8bcbbe132a,0,2,41,4,5,2.5,7,3.5,,,,
1c7c8b1ac86d9e07cb7f336228f092dbd147d1fa,0,16,318,28,76,4.75,196,12.25,,,,
1c7d4fb5710ec16c977cfa9a9539048b999ae77f,0,3,24,1,14,4.666666667,40,13.33333333,,,,
1c8ad4553b4b8d404f941c5297e3f6e42c9f7e6a,0,3,74,9,15,3.75,57,14.25,,,,
1c8d188872fb087877302b4db9a40cbec150c1d0,0,2,30,0,65,32.5,2,1,,,,
1ca9d3c9df58f7ea28609cccac97a74d28fda4db,0,3,44,0,6,2,52,17.33333333,,,,
